id,sex,age,trace,Infected_Num
70361,male,58,"[2, 4, 5]",0
70369,female,54,"[0, 2, 3, 6]",3
70375,female,50,"[9, 2]",0
70385,male,33,"[1, 5]",3
70393,female,30,"[0, 1, 6, 7]",0
70400,male,9,[6],0
70408,female,31,"[1, 2, 3]",3
70414,female,23,[8],6
70416,male,75,"[1, 2, 6]",5
70423,female,41,"[0, 2, 4]",2
70429,male,18,[6],0
70430,female,69,[9],4
70457,female,31,"[8, 4, 6]",8
70458,male,1,[0],4
70466,female,67,[4],1
70513,male,54,"[1, 3, 6]",0
70533,male,18,"[2, 5]",3
70537,male,48,"[3, 4, 5, 7]",1
70545,female,3,[2],7
70546,female,61,[6],2
70584,male,37,"[0, 1, 5]",8
70608,female,50,"[1, 6]",1
70621,female,9,[0],3
70630,male,23,"[8, 1, 4, 9]",4
70633,female,74,[5],5
70647,male,11,[9],1
70649,female,76,[0],0
70650,male,42,"[4, 6, 7]",5
70653,male,20,[3],7
70657,female,22,"[2, 6]",5
70663,male,12,[3],9
70683,male,38,"[0, 1, 2, 3, 5]",1
70689,male,15,"[0, 7]",2
70693,male,27,[7],0
70702,male,59,"[2, 5]",3
70719,male,39,"[0, 9, 3]",1
70729,male,47,"[8, 1, 3]",1
70741,female,29,"[0, 1, 2, 3]",2
70761,female,59,"[8, 2, 7]",4
70765,male,15,"[2, 6]",4
70792,female,56,"[2, 4]",4
70814,male,8,[2],1
70815,female,71,[3],1
70822,male,52,"[0, 9, 3, 7]",3
70830,female,56,"[8, 9, 2, 7]",4
70861,female,35,"[1, 2]",1
70862,male,6,[6],1
70867,female,68,[1],0
70871,male,6,[5],4
70890,female,71,[4],1
70895,male,36,[1],0
70902,male,46,"[2, 4, 6]",3
70928,male,40,"[1, 4, 6, 7]",0
70948,female,57,"[0, 4, 7]",9
70952,male,53,[1],0
70958,female,10,[6],4
70961,female,61,[0],0
70970,female,31,"[8, 2, 4, 5]",3
70977,female,54,"[9, 1]",3
70984,male,5,[6],3
70986,male,48,"[0, 1, 4]",1
70989,female,28,"[0, 1, 2, 3, 4, 5, 7]",3
71002,male,53,"[9, 5]",5
71008,male,63,[8],0
71012,male,60,"[2, 4, 7]",1
71017,male,26,"[9, 2, 1]",2
71019,male,23,"[1, 3, 4, 6, 8]",3
71020,male,17,"[1, 7]",0
71041,male,58,"[0, 1, 2, 4, 6, 7]",0
71046,female,44,[2],5
71061,male,67,[3],3
71077,male,57,"[8, 2, 6, 7]",2
71080,female,29,"[9, 2, 1, 7]",0
71081,male,63,[2],2
71094,female,51,"[9, 5]",0
71150,female,59,[5],3
71163,male,25,"[0, 9, 3, 7]",1
71169,female,39,"[8, 1, 4, 6]",4
71176,male,30,"[0, 2, 6]",12
71181,male,27,"[9, 3, 5, 7]",3
71186,male,76,"[1, 3]",0
71197,male,15,[5],0
71226,female,46,"[1, 4, 5, 8, 9]",23
71245,male,7,[1],0
71256,male,54,"[0, 9, 2, 5]",2
71259,male,28,"[8, 2, 3, 6]",0
71268,female,5,[5],2
71299,female,75,[3],0
71324,male,18,[5],4
71333,male,62,[8],1
71340,male,26,"[0, 9, 6, 1]",5
71354,male,18,[6],0
71356,male,59,[7],4
71378,male,9,[5],1
71379,female,53,"[9, 2, 3, 7]",4
71386,male,70,[7],1
71391,male,41,"[1, 4, 9]",4
71399,female,34,"[9, 4, 7]",2
71422,female,9,[8],3
71426,female,53,"[8, 2, 3]",2
71429,female,38,"[9, 2, 3]",6
71431,male,8,"[3, 4]",6
71441,female,20,[0],1
71462,male,31,"[2, 4, 5, 6, 9]",1
71469,male,64,[3],0
71494,female,31,"[0, 3, 7]",0
71500,female,36,"[0, 9, 2, 7]",3
71501,female,66,"[4, 5]",3
71517,male,2,[0],1
71532,male,67,[0],0
71533,male,14,[0],1
71537,male,50,"[5, 6, 7]",2
71539,male,34,"[1, 4, 5]",8
71547,male,69,[1],0
71556,male,74,[3],1
71568,male,34,"[0, 1, 2, 6]",0
71590,male,40,"[2, 3, 4, 6, 9]",1
71596,female,21,"[0, 1, 3, 7, 8]",7
71604,male,65,"[9, 7]",1
71609,male,77,[1],0
71622,female,22,"[8, 1, 5]",6
71637,female,16,[3],0
71643,male,70,[6],1
71644,female,68,"[6, 7]",0
71653,female,58,[7],1
71661,female,48,"[0, 9, 2, 1]",2
71673,female,39,"[8, 1, 6]",16
71681,male,25,"[8, 1]",1
71701,female,39,"[0, 1, 5, 7]",11
71708,male,41,"[1, 6]",14
71709,female,1,[7],3
71713,male,80,[6],1
71729,male,12,[1],2
71737,male,54,[9],2
71745,female,45,"[0, 9, 5, 6]",6
71764,female,46,[7],5
71791,male,53,"[0, 3, 4, 5, 9]",9
71794,male,31,"[9, 2, 6]",0
71797,male,20,[3],1
71802,male,45,"[1, 3, 5, 6, 9]",0
71808,male,39,"[2, 4, 5, 6, 9]",4
71828,female,65,[0],1
71885,female,35,"[1, 2, 4, 5]",3
71903,male,44,"[1, 2, 4, 7]",4
71905,male,62,[1],0
71914,male,50,"[2, 4, 6, 7]",0
71918,female,37,"[4, 5, 6]",1
71924,male,22,"[0, 1, 3, 4, 7]",0
71929,male,68,[6],1
71945,male,35,"[1, 2, 3, 4, 9]",2
71946,male,22,"[8, 2, 3, 5]",3
71948,male,42,"[8, 0]",6
71957,male,54,"[0, 1, 5]",1
71958,male,1,[9],0
71965,female,31,"[8, 7]",4
71969,female,35,"[0, 1, 6, 8, 9]",2
71972,female,31,"[2, 6]",1
71977,male,55,"[0, 1, 3]",4
71984,female,29,"[0, 6, 7]",1
71985,female,80,"[5, 6]",2
72006,male,76,"[9, 3, 7]",3
72013,female,32,"[0, 4, 5, 6]",0
72036,female,58,"[9, 3]",11
72042,male,76,[1],4
72056,female,26,"[8, 3, 6]",0
72060,female,12,[6],0
72076,male,80,[8],1
72078,male,43,"[9, 2, 1]",1
72082,male,50,"[3, 7]",9
72088,female,43,"[1, 6]",4
72100,male,8,[0],0
72114,male,57,"[9, 3, 6, 1]",5
72120,female,10,[0],5
72124,female,49,"[1, 6, 7]",0
72154,male,28,"[1, 6]",0
72156,female,11,"[9, 1]",0
72163,female,49,"[6, 7]",2
72174,male,1,[5],0
72194,female,48,"[8, 9]",0
72197,male,31,"[9, 2, 4]",7
72208,female,64,[6],0
72230,male,38,"[4, 5, 6]",5
72248,male,58,"[8, 1, 5, 6]",4
72251,male,24,"[8, 9, 7]",0
72259,female,51,"[4, 5, 7]",4
72275,female,40,"[0, 9, 4]",10
72287,female,9,[2],1
72292,female,28,"[2, 3, 4, 5, 7, 9]",1
72298,male,42,"[4, 5, 7]",8
72299,male,60,"[9, 2]",1
72301,female,12,[8],0
72306,female,74,[6],2
72337,female,48,"[2, 3, 4, 6]",4
72341,female,70,[8],1
72342,male,51,"[0, 4, 7]",1
72346,male,78,[1],3
72347,male,59,"[8, 4, 5]",3
72351,female,73,"[1, 4]",2
72360,male,32,"[0, 1, 2, 4, 5, 9]",10
72361,female,12,[6],1
72364,male,36,"[8, 4, 5]",0
72365,male,54,"[0, 1, 4]",1
72391,male,67,[0],1
72399,male,23,"[2, 3, 4, 5]",2
72404,male,59,"[8, 9, 2, 1]",8
72406,female,60,"[1, 2, 7]",0
72410,male,36,"[8, 3]",4
72418,female,37,"[8, 0, 5, 7]",0
72430,male,33,[5],6
72435,female,64,[9],0
72453,male,64,[9],1
72456,female,6,[2],1
72477,male,33,"[0, 1, 2]",9
72506,female,16,[8],1
72514,male,59,"[8, 5, 6]",2
72516,male,36,"[9, 3, 1, 7]",3
72523,female,22,"[0, 4, 6, 7]",7
72537,female,77,[0],0
72548,female,42,[3],1
72560,male,45,"[0, 1, 3]",1
72572,female,57,"[9, 3]",10
72583,male,28,"[2, 7]",0
72605,male,34,"[0, 6, 7]",2
72606,male,69,[5],1
72609,male,22,"[0, 3, 4, 6, 7, 9]",2
72613,female,12,[5],1
72620,female,21,"[1, 2, 5, 6, 7, 9]",0
72621,male,74,[1],1
72632,female,43,[2],0
72654,male,34,"[8, 2, 6, 7]",2
72660,female,53,"[5, 6]",6
72710,male,23,"[0, 2, 4, 6, 9]",5
72715,male,10,[7],0
72717,female,58,"[3, 4]",1
72720,male,44,"[0, 8, 3]",1
72735,male,13,"[3, 7]",3
72739,female,28,"[3, 5, 6, 7, 8]",2
72769,male,27,"[0, 9, 4, 5]",6
72772,male,51,"[8, 1, 4]",4
72795,female,68,[8],0
72799,female,28,"[9, 6]",6
72800,female,24,"[4, 5]",1
72811,male,10,"[2, 3, 5]",0
72822,male,55,"[4, 5]",3
72823,female,78,"[0, 5]",1
72825,female,3,[1],5
72826,female,71,[4],6
72830,male,68,[4],5
72845,female,28,"[1, 2, 5, 8, 9]",1
72866,male,10,[6],3
72869,male,8,[8],3
72871,female,19,"[5, 7]",2
72884,male,73,[7],2
72901,female,52,"[0, 3]",4
72928,female,41,"[1, 2, 7, 8, 9]",3
72929,male,50,"[4, 5, 6]",2
72941,male,20,[9],4
72971,male,8,"[3, 5]",1
72988,male,36,"[0, 1, 2, 5, 6, 7, 8]",1
73010,female,52,"[8, 4]",9
73033,female,7,[9],2
73043,female,53,"[9, 1]",1
73053,male,54,[0],11
73081,male,40,"[9, 2, 5]",1
73096,male,42,"[6, 7]",7
73097,male,73,[5],5
73102,female,11,[2],1
73121,male,14,[4],4
73123,female,20,[3],4
73124,male,15,[4],1
73133,female,47,"[8, 2, 3, 5]",4
73149,male,49,"[2, 4, 5]",2
73155,female,57,"[0, 2, 4, 5, 7]",3
73188,female,27,"[8, 1, 3, 6]",0
73203,female,38,"[1, 2, 5, 6, 9]",1
73214,male,16,[8],10
73222,male,54,"[8, 3]",0
73224,male,56,"[0, 1, 2, 3, 4, 5, 8]",15
73233,male,72,[3],2
73240,male,2,[7],6
73274,female,39,"[0, 2, 3, 6, 7]",4
73283,female,67,[9],0
73346,female,72,[7],0
73368,male,29,"[2, 4, 5]",2
73389,female,25,"[2, 3, 5]",6
73390,female,28,"[1, 3, 4, 7, 9]",1
73397,female,38,"[0, 3, 4, 5]",0
73406,female,35,"[0, 3, 4, 6]",12
73408,male,70,[4],1
73417,male,39,"[9, 2, 5, 6]",8
73431,female,3,[4],2
73440,male,6,[3],0
73443,female,7,[6],0
73444,male,27,"[1, 2]",9
73461,female,59,"[1, 3, 6]",1
73484,female,48,"[0, 1, 5, 6, 7]",0
73486,female,10,[7],2
73495,female,70,"[0, 1]",0
73514,male,39,"[0, 2, 4, 5, 8]",3
73521,male,38,"[1, 6, 9]",2
73533,female,56,"[8, 9, 3, 5]",1
73549,female,28,"[9, 3]",3
73595,female,9,[3],1
73599,female,33,"[8, 5]",3
73626,male,51,"[8, 4, 6, 7]",3
73629,male,65,"[8, 1]",5
73631,female,49,"[0, 1, 2]",2
73632,female,53,"[8, 1, 6, 0]",0
73640,female,50,"[3, 6]",4
73645,female,9,[4],0
73652,male,9,"[8, 1]",3
73662,male,44,"[0, 3, 5, 6]",5
73663,male,46,"[0, 9, 5]",1
73695,male,4,[3],0
73699,male,3,"[2, 3]",1
73707,male,31,"[8, 0, 2, 7]",5
73718,female,36,"[0, 2, 5]",2
73748,male,44,"[9, 5, 1, 7]",1
73750,male,49,"[8, 7]",3
73760,female,58,"[2, 6]",3
73773,female,40,"[2, 3, 4, 6]",4
73776,male,37,"[0, 9, 6]",7
73777,male,24,"[0, 3, 5, 7]",0
73812,female,44,"[2, 6]",5
73816,male,52,"[1, 3, 4, 5, 7, 8, 9]",1
73820,female,20,[7],0
73823,female,29,[1],0
73835,female,33,"[0, 1, 3]",1
73848,male,57,"[8, 3, 4, 5]",2
73850,female,40,"[8, 3, 5, 6]",3
73852,female,32,"[0, 2, 4, 6]",6
73866,male,54,"[3, 6]",3
73920,male,14,[9],0
73924,male,78,[1],0
73938,male,31,"[5, 6]",1
73976,female,57,"[2, 5, 7]",1
73996,male,21,"[9, 3]",4
73998,female,35,"[0, 5, 7, 8, 9]",3
74002,female,40,"[0, 3, 4, 6]",1
74022,male,33,"[9, 4, 5, 1]",0
74036,female,66,[5],1
74048,male,19,[9],4
74075,female,15,[1],5
74090,female,56,"[0, 1, 4]",0
74096,male,21,"[0, 9, 5, 1]",3
74099,female,56,"[8, 5]",7
74123,male,28,"[1, 4, 5, 8, 9]",2
74127,female,62,[5],3
74169,female,65,[7],0
74231,female,21,"[8, 2, 7]",2
74234,female,51,[0],5
74238,male,18,[3],2
74245,male,13,[4],1
74247,male,27,[3],0
74248,male,41,"[8, 2, 4]",0
74265,female,63,[0],0
74276,male,31,"[0, 5, 6]",0
74294,female,14,"[6, 7]",0
74299,female,28,"[4, 6, 7, 8, 9]",0
74302,female,29,"[0, 3, 7]",0
74304,female,46,"[8, 2, 7]",3
74319,male,54,"[8, 3]",1
74324,male,22,"[8, 5, 7]",5
74339,male,67,[3],2
74358,female,42,"[9, 2, 4, 1]",1
74374,female,9,[1],1
74411,male,52,"[0, 3, 5, 7]",4
74439,male,33,"[2, 3, 4, 5, 6, 9]",2
74448,female,45,"[8, 9, 2, 5]",3
74459,female,23,"[1, 4, 5, 6]",2
74465,female,46,"[8, 4, 6]",0
74494,male,74,[1],3
74518,male,34,"[0, 1, 2, 3, 7]",1
74537,female,17,"[0, 5, 7]",1
74540,female,4,[0],4
74541,female,76,[1],1
74565,male,9,[2],0
74567,male,29,"[2, 3, 4]",2
74582,female,23,"[0, 3, 5, 6, 7, 9]",2
74591,male,41,"[1, 3, 4]",0
74598,female,44,"[0, 1, 3, 4, 7]",0
74603,male,14,[9],5
74627,male,65,[2],2
74628,male,15,[2],5
74636,female,25,"[0, 1, 2, 3]",2
74676,female,61,[5],0
74696,female,17,[3],2
74718,male,45,"[0, 2, 4, 6, 8, 9]",5
74721,male,64,[7],3
74730,male,59,"[3, 4, 6, 7]",10
74733,female,70,[6],0
74737,male,12,[9],5
74741,male,7,[6],0
74751,female,28,"[0, 3, 6]",3
74759,female,62,[9],1
74760,male,23,"[8, 6, 7]",5
74769,male,72,[8],1
74772,male,34,"[1, 2, 6, 9]",7
74776,female,42,"[3, 6]",2
74784,male,15,[9],2
74793,female,78,"[6, 7]",1
74796,female,72,[6],2
74834,male,3,[3],1
74849,female,14,[9],1
74870,male,32,"[9, 4, 6, 7]",2
74874,female,75,[1],2
74886,male,77,[9],1
74896,female,13,[8],1
74913,male,66,[9],1
74918,male,56,"[0, 1, 2, 3, 6, 8]",1
74922,male,2,[0],2
74924,female,61,"[1, 5]",7
74929,male,35,"[9, 3, 5, 6]",3
74950,female,42,"[8, 2, 5, 6]",9
74953,female,13,"[0, 7]",1
74957,female,8,[8],1
74969,female,30,"[9, 3, 5, 1]",4
74973,male,36,"[0, 9, 3, 5]",2
74977,male,41,"[0, 2, 7]",0
74981,male,48,[0],4
74985,male,37,"[0, 5, 6, 7]",2
74995,male,28,"[8, 2, 3]",2
75003,male,17,[6],7
75022,male,77,[2],0
75034,male,75,[6],1
75041,male,31,"[2, 3, 5, 6, 9]",1
75043,female,23,"[8, 9, 5]",4
75051,female,31,"[9, 3, 7]",2
75074,male,51,"[0, 6]",1
75093,female,3,[7],0
75095,male,1,"[8, 1]",1
75096,male,76,[4],1
75103,male,35,"[0, 1, 8, 7]",1
75107,female,44,"[5, 7]",0
75113,female,55,"[9, 3]",1
75118,male,67,"[9, 2]",7
75120,male,54,"[1, 3, 5, 7, 9]",4
75143,male,13,[3],9
75174,male,35,"[1, 2, 6]",0
75182,male,59,"[0, 1, 5, 8, 9]",1
75200,female,4,[2],1
75202,female,22,"[0, 2, 3, 6, 8]",3
75206,female,76,[2],2
75218,male,31,"[0, 1, 2, 4, 9]",1
75225,male,19,[8],6
75252,male,54,"[1, 3, 5, 6, 9]",1
75260,female,53,"[0, 3, 6, 7, 8]",3
75287,male,69,[0],3
75294,female,5,[3],0
75299,female,23,"[1, 3, 5, 6, 8, 9]",5
75303,female,59,"[8, 5, 6]",4
75337,female,18,[2],1
75347,male,31,"[1, 3]",4
75359,male,64,[7],1
75360,male,30,"[9, 2, 4, 6]",2
75364,male,12,[0],0
75387,male,20,"[8, 9, 2]",1
75393,female,48,"[0, 3, 4]",0
75419,male,67,[1],1
75457,male,28,"[0, 2, 3, 5, 8, 9]",1
75475,female,40,"[8, 0, 3, 1]",2
75483,male,67,[1],1
75512,female,34,"[9, 5, 1]",8
75516,female,73,"[9, 5]",2
75525,male,6,[4],1
75548,female,25,"[8, 4, 7]",4
75556,male,52,"[2, 3, 4, 7]",2
75562,male,35,"[0, 1, 3]",2
75576,female,10,[8],0
75583,male,43,"[1, 2, 3, 5, 6, 9]",3
75596,male,42,"[8, 2, 3]",5
75598,female,61,[8],1
75613,male,35,"[1, 3, 4, 5, 6, 7]",6
75632,female,35,"[1, 2, 5, 9]",0
75640,male,15,"[8, 1]",1
75649,male,11,[5],0
75665,male,32,"[0, 1, 6]",3
75667,female,42,[5],4
75676,male,52,"[0, 1, 7, 8, 9]",2
75698,male,49,"[0, 1, 5, 7, 8]",3
75706,female,61,[6],1
75708,male,24,"[8, 2, 4, 5]",6
75733,female,45,"[3, 5]",1
75737,male,42,"[1, 5]",2
75742,male,57,"[0, 2, 4, 7]",0
75758,male,74,[4],3
75786,male,59,"[0, 8, 6, 7]",3
75795,male,71,[5],4
75798,female,67,[9],5
75812,male,52,"[5, 7]",2
75828,female,57,"[0, 9, 4, 5]",4
75838,female,77,[6],2
75839,female,15,"[8, 9]",0
75857,male,53,"[2, 3, 5, 6]",5
75862,female,18,[2],4
75863,male,44,"[3, 4, 6]",2
75872,female,14,"[9, 7]",0
75885,female,47,"[8, 3, 6]",8
75918,female,71,[6],1
75951,male,13,[3],4
75954,male,78,[2],0
75956,male,33,"[1, 3, 4, 5, 8]",0
75963,female,29,"[8, 9, 2, 1]",1
75979,male,52,"[2, 3, 7]",1
75980,male,15,[5],0
75982,male,54,"[9, 3, 4]",5
76016,male,52,"[8, 2, 3]",3
76024,female,49,"[5, 6, 7]",1
76025,female,72,[5],2
76041,female,71,[3],2
76072,male,11,[9],2
76101,male,33,"[0, 1, 4]",2
76104,female,22,"[4, 6]",1
76106,male,43,"[2, 7]",1
76117,female,73,[3],3
76133,male,73,"[0, 2, 6]",3
76144,female,13,[7],1
76164,female,74,[8],0
76176,male,40,"[0, 1, 3, 4, 8]",0
76177,male,13,"[2, 7]",2
76197,female,54,"[0, 6]",1
76212,male,4,[0],1
76217,female,16,"[2, 6, 7]",0
76219,male,56,[8],3
76224,male,69,[2],0
76241,male,36,"[1, 2, 6]",11
76251,male,27,"[8, 2, 4, 5]",2
76260,female,63,[0],2
76271,female,63,"[1, 5]",1
76275,female,19,[7],0
76289,female,39,"[8, 9, 4, 6]",7
76291,female,76,[9],1
76294,male,21,"[0, 4, 5]",1
76298,female,27,"[4, 5, 6, 7, 8, 9]",1
76305,male,54,"[8, 6, 7]",2
76306,female,48,"[8, 4]",2
76320,female,66,[5],8
76352,male,28,"[8, 0, 6, 7]",12
76371,female,72,[7],0
76377,female,9,[7],4
76401,female,2,"[5, 6]",0
76405,male,10,[8],1
76431,male,69,[9],2
76432,female,42,"[1, 3, 6]",5
76434,male,47,"[0, 2, 4, 5, 6]",1
76444,female,17,[7],1
76464,female,40,"[8, 0, 2, 5]",0
76485,male,2,"[8, 7]",1
76496,male,64,[1],1
76497,male,28,"[1, 3]",4
76523,male,65,[5],1
76527,female,37,"[0, 4, 6, 7]",10
76531,female,34,"[1, 2, 3, 4, 5, 8, 9]",4
76545,male,10,[3],0
76552,female,16,"[4, 6]",3
76554,male,7,"[0, 9]",1
76560,female,65,[4],4
76561,male,50,"[0, 1, 4, 5, 8]",1
76568,female,2,[6],0
76593,male,75,[1],1
76600,female,72,[6],0
76606,male,38,"[2, 3, 6]",10
76608,female,28,"[0, 5, 6, 7, 8, 9]",3
76613,male,45,"[9, 4]",0
76636,male,65,[0],8
76639,female,80,[8],1
76640,male,71,[5],0
76652,male,69,[2],1
76679,female,78,[2],1
76685,female,41,"[4, 7]",5
76687,female,26,"[1, 2, 9]",4
76716,female,19,[3],1
76722,female,42,"[2, 6]",4
76734,male,38,"[8, 9, 4]",6
76735,female,13,"[0, 1]",0
76737,male,53,"[9, 2, 6]",2
76771,female,7,[0],0
76779,male,70,[3],2
76795,male,6,[5],1
76799,female,19,"[8, 1]",1
76802,male,57,[4],4
76806,female,34,"[8, 2, 4]",19
76813,female,13,[4],0
76814,male,15,[6],2
76817,male,59,"[2, 3, 5, 7, 8]",1
76818,male,18,[9],0
76829,male,39,"[8, 9, 5]",4
76835,female,61,[3],4
76842,male,32,"[1, 4, 6]",5
76854,male,18,[3],1
76882,female,45,"[1, 3]",3
76896,female,78,[9],1
76914,male,24,"[0, 8]",3
76926,female,66,[5],0
76938,male,69,[1],1
76939,male,38,"[8, 2, 6]",3
76943,female,30,"[2, 4, 6]",1
76946,male,43,"[0, 5]",2
77002,male,35,"[9, 3, 7]",0
77016,male,7,[4],1
77107,male,75,"[3, 5]",0
77110,female,47,"[8, 9, 6, 1]",4
77116,male,7,[9],3
77120,male,11,[7],1
77124,male,26,"[0, 9, 3, 6]",0
77173,female,56,"[0, 9, 2, 8]",3
77205,male,57,"[1, 3]",3
77217,male,67,[1],2
77220,female,23,"[8, 5, 6]",0
77223,female,63,"[1, 5, 9]",5
77227,male,74,"[8, 7]",2
77234,female,11,[6],4
77243,male,46,"[0, 4, 5]",3
77251,female,58,"[9, 5, 1]",0
77252,female,25,"[0, 2, 3, 4, 6]",4
77256,male,5,[4],1
77262,male,34,"[0, 2, 4, 6, 7, 9]",2
77266,male,33,"[1, 3]",1
77270,female,7,[8],1
77271,female,54,"[8, 1, 4, 5]",6
77280,female,3,[4],2
77287,male,18,[4],1
77288,male,45,"[0, 4]",2
77300,male,78,[7],1
77306,female,10,[4],1
77321,female,55,"[2, 3]",2
77340,female,23,"[1, 3, 5, 7, 8, 9]",2
77366,male,7,[3],0
77401,female,37,"[0, 1, 3, 5, 8]",1
77411,male,40,"[4, 6]",2
77413,male,33,"[8, 9, 4, 7]",2
77433,male,33,"[3, 5, 6]",4
77462,male,72,[1],0
77463,female,53,"[0, 2, 7]",2
77483,female,5,[5],1
77485,female,9,[7],5
77496,female,14,[6],0
77505,male,42,"[9, 2, 3]",0
77510,female,43,[6],0
77514,female,69,[4],2
77529,female,58,"[0, 2, 7]",2
77545,male,1,[1],2
77606,male,13,[2],0
77630,female,31,[7],1
77632,female,67,[8],0
77639,male,4,[0],2
77658,male,6,[8],1
77662,female,79,[0],0
77663,female,31,"[2, 3, 6, 7]",0
77667,male,67,"[9, 2]",3
77674,male,38,"[8, 2, 3]",2
77675,male,58,"[1, 5, 6]",2
77684,male,57,[4],8
77696,male,38,"[8, 9, 6, 7]",4
77707,female,58,"[8, 0, 5, 6]",11
77709,male,74,[9],0
77711,female,21,"[0, 9, 3, 6]",0
77732,female,2,[2],0
77760,male,79,[7],0
77782,female,71,[1],1
77822,male,56,"[0, 1, 6, 9]",4
77828,female,51,"[2, 4, 5, 7]",5
77843,male,20,[6],0
77846,female,42,"[2, 4, 7]",5
77847,male,51,"[2, 4, 6, 7, 8]",2
77855,female,79,[5],3
77856,female,76,[4],1
77857,female,7,[3],4
77884,male,55,"[0, 4]",1
77885,male,43,"[3, 6]",0
77886,male,24,"[1, 2, 3, 5, 6]",1
77888,female,33,"[8, 1, 5, 6]",0
77900,male,43,"[0, 9, 6, 7]",3
77902,male,69,[0],6
77932,female,54,"[1, 2]",6
77936,female,35,"[9, 3, 4, 5]",1
77943,male,9,[1],0
77948,female,26,"[1, 6]",8
77953,male,71,[0],0
77956,male,70,"[0, 1]",0
77957,male,49,"[8, 1, 3]",2
77962,male,37,"[3, 6]",0
77972,male,54,"[3, 5, 6, 7]",2
77991,male,12,[1],2
78006,female,21,"[0, 4, 5, 7]",1
78025,male,1,[2],2
78053,female,42,"[1, 4]",7
78060,female,29,"[3, 5]",4
78062,male,41,"[9, 2, 3]",1
78063,female,73,[6],1
78070,male,18,[9],1
78087,male,1,[4],1
78088,female,36,"[0, 2, 3, 6, 8, 9]",5
78126,female,45,"[1, 4]",1
78128,female,78,[5],3
78139,female,50,"[0, 2, 3, 5]",0
78151,male,30,"[8, 1, 5]",12
78159,female,12,[4],0
78164,female,13,[2],1
78171,female,17,[9],6
78175,male,39,"[1, 2]",5
78184,male,64,"[0, 8, 3, 6]",0
78190,male,63,"[5, 7]",1
78192,male,10,[8],2
78195,female,46,"[1, 5, 7]",3
78202,female,72,[2],2
78242,female,8,[3],0
78262,female,12,[5],2
78281,female,32,"[2, 4]",0
78282,female,23,"[9, 3, 1, 6]",1
78297,male,72,"[2, 3]",7
78303,female,65,[6],0
78307,female,18,[6],1
78310,female,2,[4],0
78317,female,38,"[8, 1, 3]",1
78336,female,6,[6],0
78338,female,2,[9],2
78356,male,38,"[1, 2, 4, 7]",8
78358,male,24,"[0, 4, 5, 7, 8, 9]",3
78364,male,16,[1],2
78386,male,28,"[0, 8, 5]",3
78415,male,15,[4],1
78438,male,58,"[8, 2, 3]",4
78452,male,47,"[8, 1]",1
78469,female,17,"[3, 4]",0
78492,male,4,[6],1
78494,female,4,[9],1
78495,female,31,"[1, 4, 5, 6, 9]",3
78500,female,20,[9],6
78503,male,78,[2],6
78520,female,18,[3],1
78554,female,33,"[2, 4, 6, 7]",0
78558,female,63,[0],3
78562,male,20,[3],1
78566,female,25,"[0, 8, 3, 4]",0
78567,female,35,"[8, 1, 2, 4]",4
78578,male,41,"[9, 4, 1]",5
78580,female,48,"[0, 4, 5, 6]",1
78581,male,49,"[1, 2, 3, 7, 8]",2
78590,male,47,"[8, 1, 4, 6]",3
78621,male,31,"[8, 9]",0
78630,male,48,"[2, 6, 7]",1
78647,female,27,"[3, 7]",3
78666,male,48,"[0, 4]",0
78667,male,74,[5],4
78672,female,78,[1],10
78687,male,53,"[8, 9, 3, 5]",4
78689,male,44,"[4, 5, 7]",0
78698,female,15,[1],5
78710,female,14,[9],2
78711,female,77,"[6, 7]",0
78715,female,34,"[1, 3, 5]",1
78738,female,44,"[0, 9, 3, 7]",4
78747,male,56,"[0, 9, 2]",2
78750,male,48,"[8, 2]",1
78753,male,70,[3],2
78756,female,71,"[2, 7]",2
78768,male,62,[9],1
78783,female,46,"[1, 2, 3, 5, 9]",0
78790,male,40,"[8, 1, 4, 5]",1
78794,male,17,[4],0
78800,male,36,"[9, 4, 7]",6
78826,female,65,"[9, 6]",4
78910,female,69,[4],0
78917,male,62,[9],1
78918,female,31,"[0, 9, 4]",2
78930,female,9,"[8, 9]",6
78935,female,10,"[0, 7]",2
78949,female,9,[4],0
78950,male,75,[2],1
78962,male,4,[5],0
78975,female,5,[7],3
78990,female,14,[6],4
79009,male,54,"[1, 2, 5]",0
79021,female,32,"[0, 1, 4, 8, 9]",2
79026,male,29,"[2, 7]",2
79037,female,42,[9],0
79041,female,57,"[9, 3, 7]",3
79077,male,57,"[1, 4, 5]",2
79081,female,47,"[0, 3, 6, 8, 9]",3
79095,male,39,"[0, 1, 2, 3, 4, 6, 7, 9]",2
79098,male,36,"[0, 5, 6, 8, 9]",1
79111,female,68,"[9, 7]",0
79140,female,26,"[1, 2, 6]",8
79151,female,57,"[0, 3, 6]",1
79155,female,43,[3],7
79171,male,15,[4],0
79184,male,10,[1],2
79200,male,55,"[8, 3, 7]",0
79201,female,57,"[0, 3, 4]",5
79226,male,66,[9],0
79238,male,32,"[0, 3, 4, 6]",0
79239,male,39,"[1, 2]",1
79267,female,7,[6],1
79272,female,40,"[1, 2, 5, 6]",6
79286,female,72,[6],0
79295,female,62,"[1, 6]",9
79297,female,60,[7],3
79304,female,14,[0],0
79325,male,17,[7],5
79332,female,59,"[2, 3]",12
79334,male,58,"[1, 5]",1
79336,male,48,"[8, 4]",0
79350,female,60,[1],1
