id,sex,age,trace,Infected_Num,0,1,2,3,4,5,6,7,8,9,place_been_to,trans_risk
139373,female,29,"[8, 0, 3]",5,1,0,0,1,0,0,0,0,1,0,3,3
139380,male,45,"[3, 7]",1,0,0,0,1,0,0,0,1,0,0,2,1
139383,male,50,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
139395,male,79,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
139399,male,66,[6],2,0,0,0,0,0,0,1,0,0,0,1,1
139400,female,6,[1],1,0,1,0,0,0,0,0,0,0,0,1,1
139407,male,39,"[1, 5]",2,0,1,0,0,0,1,0,0,0,0,2,1
139408,female,56,"[1, 2]",0,0,1,1,0,0,0,0,0,0,0,2,1
139413,female,39,"[8, 9, 6]",0,0,0,0,0,0,0,1,0,1,1,3,1
139420,male,53,"[1, 2, 4]",4,0,1,1,0,1,0,0,0,0,0,3,2
139421,male,29,"[8, 2]",1,0,0,1,0,0,0,0,0,1,0,2,1
139422,female,16,[3],0,0,0,0,1,0,0,0,0,0,0,1,1
139423,male,8,[6],2,0,0,0,0,0,0,1,0,0,0,1,1
139428,male,65,[1],1,0,1,0,0,0,0,0,0,0,0,1,1
139430,male,28,"[0, 1]",0,1,1,0,0,0,0,0,0,0,0,2,1
139436,male,66,[1],1,0,1,0,0,0,0,0,0,0,0,1,1
139447,female,64,[3],0,0,0,0,1,0,0,0,0,0,0,1,1
139453,male,26,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
139455,male,48,"[4, 7]",0,0,0,0,0,1,0,0,1,0,0,2,1
139457,female,15,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
139458,female,43,"[8, 1, 9, 6]",6,0,1,0,0,0,0,1,0,1,1,4,3
139459,female,12,[5],0,0,0,0,0,0,1,0,0,0,0,1,1
139462,male,49,"[5, 6]",0,0,0,0,0,0,1,1,0,0,0,2,1
139475,male,8,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
139479,male,51,[3],1,0,0,0,1,0,0,0,0,0,0,1,1
139481,female,27,"[1, 4]",0,0,1,0,0,1,0,0,0,0,0,2,1
139492,male,23,"[1, 2, 3, 5]",0,0,1,1,1,0,1,0,0,0,0,4,1
139494,female,44,"[4, 7]",5,0,0,0,0,1,0,0,1,0,0,2,3
139495,male,13,[1],0,0,1,0,0,0,0,0,0,0,0,1,1
139498,female,45,"[9, 4]",2,0,0,0,0,1,0,0,0,0,1,2,1
139500,male,46,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
139507,male,65,[2],0,0,0,1,0,0,0,0,0,0,0,1,1
139511,male,24,[0],2,1,0,0,0,0,0,0,0,0,0,1,1
139516,male,13,[1],5,0,1,0,0,0,0,0,0,0,0,1,3
139517,female,23,"[0, 3, 7]",0,1,0,0,1,0,0,0,1,0,0,3,1
139521,male,56,[2],2,0,0,1,0,0,0,0,0,0,0,1,1
139522,male,36,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
139529,female,67,[3],6,0,0,0,1,0,0,0,0,0,0,1,3
139535,female,22,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
139536,female,29,"[8, 9, 2]",3,0,0,1,0,0,0,0,0,1,1,3,2
139539,female,9,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
139541,female,45,"[6, 7]",3,0,0,0,0,0,0,1,1,0,0,2,2
139548,female,18,[2],0,0,0,1,0,0,0,0,0,0,0,1,1
139558,male,48,"[2, 5]",0,0,0,1,0,0,1,0,0,0,0,2,1
139559,female,49,"[9, 5]",4,0,0,0,0,0,1,0,0,0,1,2,2
139561,male,67,[0],1,1,0,0,0,0,0,0,0,0,0,1,1
139564,male,11,[4],2,0,0,0,0,1,0,0,0,0,0,1,1
139567,female,22,"[0, 5]",0,1,0,0,0,0,1,0,0,0,0,2,1
139568,female,37,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
139579,male,5,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
139581,male,8,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
139583,female,56,[0],1,1,0,0,0,0,0,0,0,0,0,1,1
139585,male,28,"[8, 3]",1,0,0,0,1,0,0,0,0,1,0,2,1
139586,male,5,[0],4,1,0,0,0,0,0,0,0,0,0,1,2
139590,male,72,[0],2,1,0,0,0,0,0,0,0,0,0,1,1
139593,female,19,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
139596,male,50,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
139597,male,28,"[9, 5]",3,0,0,0,0,0,1,0,0,0,1,2,2
139598,male,60,"[8, 9, 6]",0,0,0,0,0,0,0,1,0,1,1,3,1
139602,male,80,[5],1,0,0,0,0,0,1,0,0,0,0,1,1
139605,female,45,[3],4,0,0,0,1,0,0,0,0,0,0,1,2
139610,male,4,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
139617,male,4,[3],0,0,0,0,1,0,0,0,0,0,0,1,1
139628,male,71,[2],2,0,0,1,0,0,0,0,0,0,0,1,1
139633,male,33,[0],6,1,0,0,0,0,0,0,0,0,0,1,3
139637,female,49,[0],1,1,0,0,0,0,0,0,0,0,0,1,1
139654,female,18,[3],0,0,0,0,1,0,0,0,0,0,0,1,1
139659,male,29,"[2, 5, 7]",0,0,0,1,0,0,1,0,1,0,0,3,1
139661,male,19,[5],0,0,0,0,0,0,1,0,0,0,0,1,1
139662,female,48,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
139663,female,80,[3],0,0,0,0,1,0,0,0,0,0,0,1,1
139668,female,38,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
139670,male,37,"[8, 0]",0,1,0,0,0,0,0,0,0,1,0,2,1
139671,female,17,[8],1,0,0,0,0,0,0,0,0,1,0,1,1
139673,female,50,[5],2,0,0,0,0,0,1,0,0,0,0,1,1
139675,female,16,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
139678,male,5,[3],1,0,0,0,1,0,0,0,0,0,0,1,1
139679,female,12,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
139680,male,30,"[8, 3, 7]",2,0,0,0,1,0,0,0,1,1,0,3,1
139685,male,55,[9],2,0,0,0,0,0,0,0,0,0,1,1,1
139686,male,43,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
139697,male,35,"[2, 5]",2,0,0,1,0,0,1,0,0,0,0,2,1
139699,male,51,[7],7,0,0,0,0,0,0,0,1,0,0,1,3
139701,male,1,[9],1,0,0,0,0,0,0,0,0,0,1,1,1
139705,male,78,[6],2,0,0,0,0,0,0,1,0,0,0,1,1
139709,male,66,[3],0,0,0,0,1,0,0,0,0,0,0,1,1
139711,male,56,[7],2,0,0,0,0,0,0,0,1,0,0,1,1
139714,female,6,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
139715,male,52,[9],16,0,0,0,0,0,0,0,0,0,1,1,3
139716,male,38,[3],1,0,0,0,1,0,0,0,0,0,0,1,1
139717,female,28,"[1, 3, 7]",4,0,1,0,1,0,0,0,1,0,0,3,2
139720,male,66,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
139721,male,54,"[8, 9, 3]",9,0,0,0,1,0,0,0,0,1,1,3,3
139722,male,31,"[0, 5, 6]",1,1,0,0,0,0,1,1,0,0,0,3,1
139726,female,48,[0],2,1,0,0,0,0,0,0,0,0,0,1,1
139730,female,34,"[0, 9, 5, 6]",0,1,0,0,0,0,1,1,0,0,1,4,1
139736,male,62,[3],1,0,0,0,1,0,0,0,0,0,0,1,1
139741,female,45,"[0, 1]",1,1,1,0,0,0,0,0,0,0,0,2,1
139742,male,17,[0],2,1,0,0,0,0,0,0,0,0,0,1,1
139751,female,49,[7],2,0,0,0,0,0,0,0,1,0,0,1,1
139754,male,54,"[8, 2]",0,0,0,1,0,0,0,0,0,1,0,2,1
139756,female,50,"[9, 6]",0,0,0,0,0,0,0,1,0,0,1,2,1
139758,male,78,[1],2,0,1,0,0,0,0,0,0,0,0,1,1
139762,female,40,"[8, 9]",3,0,0,0,0,0,0,0,0,1,1,2,2
139765,female,8,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
139766,female,76,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
139770,male,22,"[0, 9, 5]",0,1,0,0,0,0,1,0,0,0,1,3,1
139771,male,18,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
139781,female,6,[3],1,0,0,0,1,0,0,0,0,0,0,1,1
139787,male,33,"[0, 1]",0,1,1,0,0,0,0,0,0,0,0,2,1
139789,male,8,[9],1,0,0,0,0,0,0,0,0,0,1,1,1
139790,female,67,[5],1,0,0,0,0,0,1,0,0,0,0,1,1
139793,male,50,[6],1,0,0,0,0,0,0,1,0,0,0,1,1
139795,male,3,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
139796,male,4,[3],0,0,0,0,1,0,0,0,0,0,0,1,1
139800,female,51,[4],1,0,0,0,0,1,0,0,0,0,0,1,1
139808,female,55,[6],4,0,0,0,0,0,0,1,0,0,0,1,2
139809,female,47,"[2, 7]",1,0,0,1,0,0,0,0,1,0,0,2,1
139813,male,78,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
139820,female,36,"[3, 6]",1,0,0,0,1,0,0,1,0,0,0,2,1
139824,male,49,[3],1,0,0,0,1,0,0,0,0,0,0,1,1
139825,male,43,"[8, 0, 6]",0,1,0,0,0,0,0,1,0,1,0,3,1
139828,female,10,[8],1,0,0,0,0,0,0,0,0,1,0,1,1
139833,female,34,[0],1,1,0,0,0,0,0,0,0,0,0,1,1
139840,male,20,[5],0,0,0,0,0,0,1,0,0,0,0,1,1
139845,male,80,[9],1,0,0,0,0,0,0,0,0,0,1,1,1
139847,male,52,[2],0,0,0,1,0,0,0,0,0,0,0,1,1
139852,female,64,[3],0,0,0,0,1,0,0,0,0,0,0,1,1
139862,female,24,"[1, 5]",1,0,1,0,0,0,1,0,0,0,0,2,1
139864,male,2,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
139866,male,2,[1],0,0,1,0,0,0,0,0,0,0,0,1,1
139875,female,22,"[0, 4]",2,1,0,0,0,1,0,0,0,0,0,2,1
139881,male,26,"[4, 7]",0,0,0,0,0,1,0,0,1,0,0,2,1
139882,female,44,[5],0,0,0,0,0,0,1,0,0,0,0,1,1
139886,female,9,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
139889,female,33,"[2, 3, 5]",2,0,0,1,1,0,1,0,0,0,0,3,1
139896,male,25,"[5, 7]",1,0,0,0,0,0,1,0,1,0,0,2,1
139897,male,25,"[0, 3, 5, 7]",3,1,0,0,1,0,1,0,1,0,0,4,2
139899,male,23,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
139909,male,5,[5],1,0,0,0,0,0,1,0,0,0,0,1,1
139911,male,78,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
139916,male,29,"[8, 5, 7]",1,0,0,0,0,0,1,0,1,1,0,3,1
139921,male,50,"[5, 7]",4,0,0,0,0,0,1,0,1,0,0,2,2
139922,male,62,[0],6,1,0,0,0,0,0,0,0,0,0,1,3
139927,female,13,[1],2,0,1,0,0,0,0,0,0,0,0,1,1
139928,female,34,"[0, 9]",7,1,0,0,0,0,0,0,0,0,1,2,3
139929,female,28,"[2, 3]",2,0,0,1,1,0,0,0,0,0,0,2,1
139936,male,29,[9],2,0,0,0,0,0,0,0,0,0,1,1,1
139937,male,5,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
139941,male,15,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
139942,male,37,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
139943,female,74,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
139948,female,50,"[2, 7]",1,0,0,1,0,0,0,0,1,0,0,2,1
139952,male,70,[5],3,0,0,0,0,0,1,0,0,0,0,1,2
139954,female,34,"[0, 3]",4,1,0,0,1,0,0,0,0,0,0,2,2
139963,male,38,[1],4,0,1,0,0,0,0,0,0,0,0,1,2
139966,female,61,[5],2,0,0,0,0,0,1,0,0,0,0,1,1
139969,female,42,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
139971,male,37,"[3, 6]",4,0,0,0,1,0,0,1,0,0,0,2,2
139974,female,15,[6],1,0,0,0,0,0,0,1,0,0,0,1,1
139978,female,32,[3],0,0,0,0,1,0,0,0,0,0,0,1,1
139988,male,73,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
139993,female,51,"[1, 9]",0,0,1,0,0,0,0,0,0,0,1,2,1
139994,female,36,"[1, 4, 7]",0,0,1,0,0,1,0,0,1,0,0,3,1
139996,male,32,"[9, 6]",4,0,0,0,0,0,0,1,0,0,1,2,2
140001,male,77,[4],2,0,0,0,0,1,0,0,0,0,0,1,1
140006,female,66,[2],0,0,0,1,0,0,0,0,0,0,0,1,1
140015,male,31,"[8, 2, 7]",1,0,0,1,0,0,0,0,1,1,0,3,1
140019,female,56,"[9, 4, 7]",6,0,0,0,0,1,0,0,1,0,1,3,3
140027,female,40,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
140028,female,35,[3],4,0,0,0,1,0,0,0,0,0,0,1,2
140030,male,39,"[8, 1, 7]",1,0,1,0,0,0,0,0,1,1,0,3,1
140033,male,9,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
140035,female,65,[4],2,0,0,0,0,1,0,0,0,0,0,1,1
140040,female,15,[5],2,0,0,0,0,0,1,0,0,0,0,1,1
140041,female,19,[9],2,0,0,0,0,0,0,0,0,0,1,1,1
140042,male,60,"[4, 7]",4,0,0,0,0,1,0,0,1,0,0,2,2
140043,female,4,[1],0,0,1,0,0,0,0,0,0,0,0,1,1
140047,female,48,"[0, 2]",1,1,0,1,0,0,0,0,0,0,0,2,1
140049,female,3,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
140053,female,48,"[8, 1, 4]",6,0,1,0,0,1,0,0,0,1,0,3,3
140055,male,54,[4],1,0,0,0,0,1,0,0,0,0,0,1,1
140062,male,74,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
140070,female,52,[7],7,0,0,0,0,0,0,0,1,0,0,1,3
140072,male,10,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
140074,male,63,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
140083,female,29,"[9, 2, 3]",0,0,0,1,1,0,0,0,0,0,1,3,1
140085,female,73,[4],1,0,0,0,0,1,0,0,0,0,0,1,1
140086,male,26,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
140103,male,65,[5],3,0,0,0,0,0,1,0,0,0,0,1,2
140107,male,5,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
140108,male,70,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
140109,female,38,"[8, 1]",3,0,1,0,0,0,0,0,0,1,0,2,2
140119,male,35,[8],1,0,0,0,0,0,0,0,0,1,0,1,1
140123,female,43,[9],1,0,0,0,0,0,0,0,0,0,1,1,1
140124,female,42,[5],1,0,0,0,0,0,1,0,0,0,0,1,1
140131,female,51,[3],2,0,0,0,1,0,0,0,0,0,0,1,1
140132,female,68,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
140140,female,80,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
140141,male,2,[9],1,0,0,0,0,0,0,0,0,0,1,1,1
140147,female,68,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
140156,male,20,[6],1,0,0,0,0,0,0,1,0,0,0,1,1
140161,male,30,"[8, 7]",0,0,0,0,0,0,0,0,1,1,0,2,1
140163,male,2,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
140165,female,54,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
140167,male,27,"[8, 0, 4, 7]",2,1,0,0,0,1,0,0,1,1,0,4,1
140169,male,37,"[1, 5]",3,0,1,0,0,0,1,0,0,0,0,2,2
140172,male,12,[3],0,0,0,0,1,0,0,0,0,0,0,1,1
140174,male,16,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
140177,male,50,"[9, 4, 5]",2,0,0,0,0,1,1,0,0,0,1,3,1
140184,female,10,[1],2,0,1,0,0,0,0,0,0,0,0,1,1
140185,male,50,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
140186,male,21,"[2, 4, 5, 7]",0,0,0,1,0,1,1,0,1,0,0,4,1
140190,female,69,[2],0,0,0,1,0,0,0,0,0,0,0,1,1
140192,male,76,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
140198,male,70,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
140199,female,49,"[0, 2]",3,1,0,1,0,0,0,0,0,0,0,2,2
140211,male,30,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
140220,female,25,"[0, 2]",1,1,0,1,0,0,0,0,0,0,0,2,1
140233,female,54,[1],3,0,1,0,0,0,0,0,0,0,0,1,2
140235,female,33,"[0, 8]",0,1,0,0,0,0,0,0,0,1,0,2,1
140239,male,10,[2],2,0,0,1,0,0,0,0,0,0,0,1,1
140246,female,66,[3],1,0,0,0,1,0,0,0,0,0,0,1,1
140254,female,41,"[8, 6]",0,0,0,0,0,0,0,1,0,1,0,2,1
140255,male,2,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
140260,female,59,"[1, 4, 6]",1,0,1,0,0,1,0,1,0,0,0,3,1
140276,female,48,[3],7,0,0,0,1,0,0,0,0,0,0,1,3
140279,female,18,[5],2,0,0,0,0,0,1,0,0,0,0,1,1
140282,male,26,"[4, 5]",1,0,0,0,0,1,1,0,0,0,0,2,1
140283,male,58,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
140285,male,40,"[0, 2, 7]",3,1,0,1,0,0,0,0,1,0,0,3,2
140286,female,10,[7],2,0,0,0,0,0,0,0,1,0,0,1,1
140292,female,48,"[1, 6]",3,0,1,0,0,0,0,1,0,0,0,2,2
140293,male,34,"[6, 7]",1,0,0,0,0,0,0,1,1,0,0,2,1
140299,female,61,[3],2,0,0,0,1,0,0,0,0,0,0,1,1
140302,female,31,"[4, 6]",0,0,0,0,0,1,0,1,0,0,0,2,1
140306,male,33,"[0, 9, 4]",0,1,0,0,0,1,0,0,0,0,1,3,1
140309,female,29,"[1, 9]",0,0,1,0,0,0,0,0,0,0,1,2,1
140314,female,24,"[1, 4]",1,0,1,0,0,1,0,0,0,0,0,2,1
140320,male,27,"[9, 7]",1,0,0,0,0,0,0,0,1,0,1,2,1
140321,male,52,[1],2,0,1,0,0,0,0,0,0,0,0,1,1
140322,male,49,[9],2,0,0,0,0,0,0,0,0,0,1,1,1
140323,female,8,[0],1,1,0,0,0,0,0,0,0,0,0,1,1
140324,female,75,[4],1,0,0,0,0,1,0,0,0,0,0,1,1
140327,female,11,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
140334,male,29,[5],0,0,0,0,0,0,1,0,0,0,0,1,1
140338,female,61,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
140339,female,39,"[1, 4, 5]",0,0,1,0,0,1,1,0,0,0,0,3,1
140341,male,19,[6],2,0,0,0,0,0,0,1,0,0,0,1,1
140349,female,29,"[2, 3]",3,0,0,1,1,0,0,0,0,0,0,2,2
140351,female,32,[7],7,0,0,0,0,0,0,0,1,0,0,1,3
140354,male,43,"[8, 4]",1,0,0,0,0,1,0,0,0,1,0,2,1
140355,male,10,[2],0,0,0,1,0,0,0,0,0,0,0,1,1
140357,male,13,"[1, 5]",3,0,1,0,0,0,1,0,0,0,0,2,2
140359,female,36,"[1, 5, 9]",1,0,1,0,0,0,1,0,0,0,1,3,1
140361,male,69,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
140362,female,32,[9],0,0,0,0,0,0,0,0,0,0,1,1,1
140366,male,55,[5],4,0,0,0,0,0,1,0,0,0,0,1,2
140374,female,47,"[8, 9, 5, 7]",2,0,0,0,0,0,1,0,1,1,1,4,1
140381,male,38,"[8, 3]",0,0,0,0,1,0,0,0,0,1,0,2,1
140384,male,49,[5],0,0,0,0,0,0,1,0,0,0,0,1,1
140388,male,7,[1],0,0,1,0,0,0,0,0,0,0,0,1,1
140393,male,38,"[8, 3]",0,0,0,0,1,0,0,0,0,1,0,2,1
140394,male,31,[1],2,0,1,0,0,0,0,0,0,0,0,1,1
140395,female,28,"[1, 5]",1,0,1,0,0,0,1,0,0,0,0,2,1
140400,female,12,[0],2,1,0,0,0,0,0,0,0,0,0,1,1
140402,male,46,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
140406,female,39,"[8, 2]",4,0,0,1,0,0,0,0,0,1,0,2,2
140412,female,67,[4],1,0,0,0,0,1,0,0,0,0,0,1,1
140414,male,31,"[8, 2, 6]",1,0,0,1,0,0,0,1,0,1,0,3,1
140415,female,14,[6],4,0,0,0,0,0,0,1,0,0,0,1,2
140416,female,11,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
140424,female,13,[9],1,0,0,0,0,0,0,0,0,0,1,1,1
140425,female,29,"[0, 2]",0,1,0,1,0,0,0,0,0,0,0,2,1
140427,male,53,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
140429,male,68,[9],1,0,0,0,0,0,0,0,0,0,1,1,1
140432,female,27,"[8, 9]",0,0,0,0,0,0,0,0,0,1,1,2,1
140433,male,3,[9],1,0,0,0,0,0,0,0,0,0,1,1,1
140434,female,27,"[8, 1, 9]",5,0,1,0,0,0,0,0,0,1,1,3,3
140438,male,32,[5],0,0,0,0,0,0,1,0,0,0,0,1,1
140441,female,67,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
140447,male,51,[5],0,0,0,0,0,0,1,0,0,0,0,1,1
140454,male,17,[3],1,0,0,0,1,0,0,0,0,0,0,1,1
140459,male,31,"[5, 6]",0,0,0,0,0,0,1,1,0,0,0,2,1
140462,male,74,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
140463,male,38,"[1, 2, 7]",1,0,1,1,0,0,0,0,1,0,0,3,1
140465,female,3,[2],2,0,0,1,0,0,0,0,0,0,0,1,1
140471,male,35,"[2, 3]",11,0,0,1,1,0,0,0,0,0,0,2,3
140481,female,32,"[8, 1, 9, 6]",5,0,1,0,0,0,0,1,0,1,1,4,3
140490,female,17,[2],1,0,0,1,0,0,0,0,0,0,0,1,1
140491,male,21,"[3, 4]",2,0,0,0,1,1,0,0,0,0,0,2,1
140492,male,26,"[8, 5, 7]",1,0,0,0,0,0,1,0,1,1,0,3,1
140507,female,24,"[1, 6, 7]",4,0,1,0,0,0,0,1,1,0,0,3,2
140508,female,23,"[1, 4]",5,0,1,0,0,1,0,0,0,0,0,2,3
140526,male,22,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
140528,female,59,[9],1,0,0,0,0,0,0,0,0,0,1,1,1
140531,male,72,[1],0,0,1,0,0,0,0,0,0,0,0,1,1
140532,female,58,"[1, 2]",1,0,1,1,0,0,0,0,0,0,0,2,1
140541,female,37,"[8, 4, 7]",6,0,0,0,0,1,0,0,1,1,0,3,3
140546,female,24,[5],5,0,0,0,0,0,1,0,0,0,0,1,3
140553,female,57,"[0, 3]",4,1,0,0,1,0,0,0,0,0,0,2,2
140558,female,17,[8],3,0,0,0,0,0,0,0,0,1,0,1,2
140562,female,65,[7],2,0,0,0,0,0,0,0,1,0,0,1,1
140563,male,22,"[0, 9]",3,1,0,0,0,0,0,0,0,0,1,2,2
140571,male,37,"[0, 9]",0,1,0,0,0,0,0,0,0,0,1,2,1
140582,female,40,"[8, 9]",0,0,0,0,0,0,0,0,0,1,1,2,1
140583,female,21,"[8, 3, 4, 6]",3,0,0,0,1,1,0,1,0,1,0,4,2
140587,male,10,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
140601,male,39,"[1, 4]",0,0,1,0,0,1,0,0,0,0,0,2,1
140605,male,21,[7],5,0,0,0,0,0,0,0,1,0,0,1,3
140608,male,19,[2],2,0,0,1,0,0,0,0,0,0,0,1,1
140610,male,20,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
140614,female,64,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
140619,male,71,[8],1,0,0,0,0,0,0,0,0,1,0,1,1
140631,female,58,"[8, 5]",1,0,0,0,0,0,1,0,0,1,0,2,1
140634,female,49,"[9, 1]",1,0,1,0,0,0,0,0,0,0,1,2,1
140635,male,51,[9],1,0,0,0,0,0,0,0,0,0,1,1,1
140639,female,48,"[0, 4]",1,1,0,0,0,1,0,0,0,0,0,2,1
140645,female,21,"[9, 6]",2,0,0,0,0,0,0,1,0,0,1,2,1
140651,male,58,"[1, 4]",0,0,1,0,0,1,0,0,0,0,0,2,1
140657,male,15,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
140659,female,36,"[9, 6, 7]",0,0,0,0,0,0,0,1,1,0,1,3,1
140661,male,56,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
140665,male,13,[8],3,0,0,0,0,0,0,0,0,1,0,1,2
140666,male,41,[5],1,0,0,0,0,0,1,0,0,0,0,1,1
140667,female,75,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
140673,female,11,[1],1,0,1,0,0,0,0,0,0,0,0,1,1
140674,female,49,"[6, 7]",1,0,0,0,0,0,0,1,1,0,0,2,1
140675,female,72,[2],0,0,0,1,0,0,0,0,0,0,0,1,1
140678,female,72,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
140681,male,13,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
140682,female,38,"[4, 6]",3,0,0,0,0,1,0,1,0,0,0,2,2
140684,male,28,"[0, 1, 2, 4, 9]",0,1,1,1,0,1,0,0,0,0,1,5,1
140689,female,18,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
140699,male,5,[8],1,0,0,0,0,0,0,0,0,1,0,1,1
140708,male,40,"[0, 3]",2,1,0,0,1,0,0,0,0,0,0,2,1
140711,male,62,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
140722,female,10,[2],0,0,0,1,0,0,0,0,0,0,0,1,1
140725,female,73,[1],0,0,1,0,0,0,0,0,0,0,0,1,1
140732,female,15,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
140733,female,73,[5],1,0,0,0,0,0,1,0,0,0,0,1,1
140734,male,28,"[2, 3]",1,0,0,1,1,0,0,0,0,0,0,2,1
140738,female,56,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
140741,male,25,"[1, 7]",4,0,1,0,0,0,0,0,1,0,0,2,2
140742,female,23,[0],0,1,0,0,0,0,0,0,0,0,0,1,1
140749,female,61,[7],0,0,0,0,0,0,0,0,1,0,0,1,1
140750,female,26,"[8, 3, 5, 7]",1,0,0,0,1,0,1,0,1,1,0,4,1
140751,male,13,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
140762,female,46,[0],7,1,0,0,0,0,0,0,0,0,0,1,3
140764,male,23,"[2, 3, 5]",1,0,0,1,1,0,1,0,0,0,0,3,1
140768,male,47,"[5, 7]",1,0,0,0,0,0,1,0,1,0,0,2,1
140776,male,80,[2],0,0,0,1,0,0,0,0,0,0,0,1,1
140797,male,51,"[8, 4]",8,0,0,0,0,1,0,0,0,1,0,2,3
140799,male,53,[9],3,0,0,0,0,0,0,0,0,0,1,1,2
140803,male,16,[4],3,0,0,0,0,1,0,0,0,0,0,1,2
140806,male,39,"[8, 4]",3,0,0,0,0,1,0,0,0,1,0,2,2
140812,male,5,[4],0,0,0,0,0,1,0,0,0,0,0,1,1
140818,female,8,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
140826,male,7,[7],1,0,0,0,0,0,0,0,1,0,0,1,1
140829,female,49,[6],4,0,0,0,0,0,0,1,0,0,0,1,2
140835,male,20,[6],0,0,0,0,0,0,0,1,0,0,0,1,1
140836,male,70,[8],0,0,0,0,0,0,0,0,0,1,0,1,1
140837,male,69,[8],1,0,0,0,0,0,0,0,0,1,0,1,1
140840,male,47,"[2, 4, 5, 6]",0,0,0,1,0,1,1,1,0,0,0,4,1
