id,sex,age,trace,Infected_Num,place_been_to,trans_risk
82780,male,1,[4],0,1,1
82784,male,58,"[0, 9, 3, 8]",2,4,2
82791,male,47,[4],0,1,1
82805,female,30,"[2, 3, 4, 5]",0,4,1
82819,male,12,[0],0,1,1
82830,male,14,[9],1,1,1
82844,female,38,"[4, 5]",3,2,2
82847,male,53,[2],0,1,1
82894,female,54,"[8, 2, 4, 5]",1,4,1
82928,female,80,[2],1,1,1
82935,female,32,[8],0,1,1
82946,male,73,"[2, 5]",5,2,2
82950,male,15,[1],5,1,2
82953,male,21,"[9, 2, 4, 5]",4,4,2
82980,female,48,"[0, 4, 6, 7]",1,4,1
82989,female,26,"[0, 9, 4, 6]",0,4,1
82994,male,13,"[9, 1]",0,2,1
83002,male,29,"[8, 2, 5]",1,3,1
83023,male,38,"[2, 3, 6]",2,3,2
83030,male,41,"[9, 2, 4, 5]",3,4,2
83084,male,33,"[1, 2, 3, 5]",2,4,2
83085,female,43,"[2, 3]",2,2,2
83089,male,22,"[1, 2, 3, 6, 9]",7,5,3
83096,male,67,[8],3,1,2
83098,female,19,"[2, 7]",1,2,1
83117,male,62,[9],0,1,1
83121,female,44,"[0, 1, 3, 5]",0,4,1
83139,male,7,"[8, 2]",1,2,1
83158,male,4,[4],0,1,1
83161,female,17,"[8, 1]",0,2,1
83193,female,22,"[0, 3, 4, 5, 7]",2,5,2
83216,female,61,[3],6,1,3
83221,female,79,"[8, 9]",3,2,2
83245,female,29,"[3, 4, 5, 6, 7]",6,5,3
83280,female,46,"[1, 2, 6, 7, 8]",2,5,2
83282,male,55,[8],0,1,1
83288,male,46,"[0, 9, 7]",4,3,2
83298,female,68,"[5, 6]",3,2,2
83317,male,36,"[1, 3, 5, 6]",12,4,3
83335,female,53,"[8, 1, 6]",3,3,2
83341,female,18,[2],7,1,3
83349,male,9,[1],0,1,1
83373,male,38,"[0, 3, 4, 5, 7, 8, 9]",0,7,1
83396,female,14,[9],8,1,3
83421,male,80,[7],1,1,1
83424,male,63,[0],0,1,1
83425,male,33,"[9, 3, 1]",1,3,1
83431,female,13,[1],0,1,1
83442,male,3,[8],2,1,2
83444,female,21,"[8, 2, 3, 7]",4,4,2
83445,female,48,"[1, 5]",10,2,3
83446,male,27,"[1, 3, 6]",2,3,2
83470,male,27,"[1, 5]",2,2,2
83478,male,48,"[9, 3, 6]",4,3,2
83481,male,24,"[1, 3, 5, 6, 7, 8]",2,6,2
83483,male,57,"[8, 6]",1,2,1
83497,female,23,"[1, 4, 5, 7, 9]",8,5,3
83503,female,16,[2],0,1,1
83525,female,33,"[4, 5]",1,2,1
83540,female,4,[0],1,1,1
83553,female,3,[6],2,1,2
83557,male,12,[8],0,1,1
83566,male,77,[1],1,1,1
83567,female,51,"[9, 2, 1, 7]",0,4,1
83575,female,69,[9],1,1,1
83586,female,1,[3],2,1,2
83599,male,56,"[8, 9, 2, 5]",8,4,3
83624,female,1,[3],1,1,1
83638,female,6,[4],1,1,1
83650,female,1,[8],0,1,1
83651,male,43,"[2, 3, 4]",0,3,1
83667,male,27,"[0, 9, 5]",3,3,2
83706,male,4,[7],2,1,2
83712,female,41,"[0, 7]",1,2,1
83719,female,58,"[8, 1, 3, 6]",3,4,2
83724,female,31,"[1, 5, 6, 7, 8]",10,5,3
83725,female,27,"[0, 8, 3]",0,3,1
83734,male,16,[3],0,1,1
83749,male,51,"[4, 5, 6, 8, 9]",1,5,1
83766,male,52,"[1, 2, 6]",6,3,3
83767,male,15,[0],1,1,1
83802,female,22,"[2, 7]",1,2,1
83818,female,80,[6],0,1,1
83844,male,64,[4],3,1,2
83848,male,8,[6],2,1,2
83874,female,64,"[2, 5]",1,2,1
83881,female,12,"[0, 6]",1,2,1
83897,female,29,"[8, 9, 5]",1,3,1
83938,male,39,"[1, 3, 4, 7, 8]",0,5,1
83950,female,15,[9],0,1,1
83956,male,6,[7],1,1,1
83963,male,74,[3],0,1,1
84006,female,6,[3],3,1,2
84014,female,56,[2],2,1,2
84035,male,23,"[5, 6, 7]",0,3,1
84073,female,58,"[3, 7]",4,2,2
84076,male,25,"[0, 8, 4, 5]",3,4,2
84078,male,7,[6],1,1,1
84134,male,47,"[8, 9, 3]",1,3,1
84139,female,14,[6],4,1,2
84150,female,2,[4],0,1,1
84154,male,56,"[9, 2, 3, 4]",1,4,1
84159,male,31,"[1, 3, 4, 7]",2,4,2
84162,female,3,[5],1,1,1
84176,male,10,[8],1,1,1
84206,female,47,"[0, 4, 5, 6, 9]",4,5,2
84263,male,19,[3],2,1,2
84278,female,63,[9],0,1,1
84295,female,32,"[0, 3, 4, 7, 8]",5,5,2
84301,male,29,"[1, 2, 3, 4, 8]",1,5,1
84314,female,9,[2],3,1,2
84325,female,48,"[0, 8, 3, 4]",3,4,2
84342,female,20,[0],2,1,2
84358,male,19,[7],2,1,2
84372,male,14,[1],2,1,2
84396,male,57,"[8, 1, 2, 5]",4,4,2
84401,male,19,[3],0,1,1
84421,female,47,"[3, 4, 5, 6]",1,4,1
84426,male,38,"[0, 1, 5, 9]",0,4,1
84459,female,61,[6],3,1,2
84476,female,17,[5],1,1,1
84493,male,78,[2],0,1,1
84505,male,54,"[0, 9, 6, 1]",6,4,3
84533,female,37,"[8, 1, 5, 9]",1,4,1
84554,female,17,[9],3,1,2
84560,male,26,"[9, 5, 6]",6,3,3
84572,female,26,"[8, 1, 2]",3,3,2
84609,female,75,[7],1,1,1
84610,male,74,[2],1,1,1
84616,male,17,[7],6,1,3
84622,female,25,"[0, 9, 3, 6]",2,4,2
84633,male,22,"[0, 1, 9]",2,3,2
84645,female,27,"[1, 2, 3, 5, 6, 7, 9]",1,7,1
84661,female,38,"[3, 4]",3,2,2
84678,female,24,"[8, 2, 3]",4,3,2
84693,male,8,[3],0,1,1
84718,female,2,[5],1,1,1
84744,female,74,"[2, 4, 5]",0,3,1
84747,male,59,"[0, 1, 2, 3, 5, 6]",3,6,2
84759,female,56,"[3, 5, 6, 7, 9]",8,5,3
84768,male,12,[3],1,1,1
84770,female,63,[8],0,1,1
84781,female,42,"[1, 4]",2,2,2
84789,male,26,"[1, 2, 3, 4, 5]",3,5,2
84791,male,59,"[0, 9]",0,2,1
84798,male,16,[9],3,1,2
84802,female,4,[2],4,1,2
84818,female,67,[5],0,1,1
84825,female,45,"[8, 4]",1,2,1
84838,male,49,"[0, 9, 6]",3,3,2
84865,female,61,"[3, 6]",0,2,1
84876,male,45,"[0, 1, 2, 5]",4,4,2
84911,female,14,"[1, 9]",1,2,1
84917,male,26,"[0, 1, 6, 7, 8, 9]",0,6,1
84921,male,8,"[0, 3]",1,2,1
84932,female,25,"[8, 9, 3, 6]",0,4,1
84955,female,76,[4],2,1,2
84961,male,55,"[8, 9, 5, 6]",1,4,1
84973,male,31,"[2, 3, 5, 7, 8]",1,5,1
84982,male,16,[6],0,1,1
84986,female,51,"[6, 7]",1,2,1
84997,male,28,"[2, 3, 7]",0,3,1
85000,male,44,"[1, 3, 7]",1,3,1
85011,male,21,"[0, 5, 6, 7]",0,4,1
85016,female,52,"[8, 4]",0,2,1
85061,male,32,"[8, 2]",3,2,2
85066,male,38,"[1, 2, 7]",8,3,3
85086,male,54,"[2, 7]",4,2,2
85094,female,38,"[9, 3, 4, 1]",5,4,2
85097,female,13,[0],0,1,1
85101,male,26,"[0, 4, 5, 6, 7]",1,5,1
85109,female,51,[3],3,1,2
85123,female,26,"[1, 5, 6]",1,3,1
85128,male,60,"[8, 9, 7]",1,3,1
85130,male,28,"[3, 6, 7]",3,3,2
85151,female,53,"[4, 5]",1,2,1
85153,female,80,"[9, 2, 4]",0,3,1
85156,male,56,"[9, 4, 1, 7]",8,4,3
85166,female,25,"[0, 5, 6, 7]",0,4,1
85170,female,29,"[8, 1, 3, 6]",2,4,2
85192,female,67,[7],1,1,1
85193,female,43,"[8, 3, 5]",0,3,1
85200,male,63,[0],0,1,1
85214,female,24,"[1, 3, 6, 7, 8, 9]",1,6,1
85216,male,62,[9],0,1,1
85219,female,4,[1],1,1,1
85229,male,62,[7],6,1,3
85251,female,44,"[0, 7]",3,2,2
85253,male,61,[8],1,1,1
85256,male,21,"[1, 2, 3, 7, 9]",3,5,2
85257,female,17,[9],1,1,1
85269,female,35,"[1, 4, 6, 7]",1,4,1
85281,male,63,[0],3,1,2
85300,female,53,"[9, 4, 1]",1,3,1
85320,male,53,"[0, 2, 5, 6, 9]",1,5,1
85326,male,67,[9],1,1,1
85336,male,56,"[0, 2, 3, 4]",11,4,3
85338,male,58,"[2, 3, 5]",2,3,2
85341,female,66,[1],5,1,2
85346,female,54,"[0, 4]",7,2,3
85348,male,11,[1],6,1,3
85365,female,13,[2],2,1,2
85371,male,21,"[1, 5, 7]",1,3,1
85382,male,36,"[9, 3, 5, 6]",11,4,3
85396,male,51,"[8, 3, 5]",0,3,1
85409,male,26,"[9, 3, 5, 7]",0,4,1
85417,female,25,"[2, 3, 6, 8, 9]",8,5,3
85420,female,25,"[0, 2, 5, 6]",1,4,1
85426,female,21,"[1, 2, 3, 5, 6]",17,5,3
85447,male,48,"[2, 3]",7,2,3
85462,male,37,"[1, 3, 6]",0,3,1
85463,female,55,"[8, 2, 4]",4,3,2
85468,male,29,"[9, 3, 6, 7]",3,4,2
85507,male,30,"[0, 3, 4, 6, 7]",3,5,2
85519,female,26,"[0, 2, 4, 5]",5,4,2
85539,female,49,"[3, 6, 7]",1,3,1
85541,male,4,[7],10,1,3
85547,male,78,[1],1,1,1
85564,female,41,"[0, 7]",5,2,2
85565,male,79,[3],0,1,1
85567,male,77,[6],0,1,1
85588,male,11,"[2, 6]",1,2,1
85590,male,45,"[0, 2, 3, 7, 9]",8,5,3
85591,female,3,[4],3,1,2
85592,male,6,[5],1,1,1
85595,female,15,[5],0,1,1
85596,male,27,"[4, 6, 7]",8,3,3
85615,female,59,"[1, 3, 7]",7,3,3
85635,female,28,"[0, 1, 3, 6]",14,4,3
85652,male,69,[3],0,1,1
85663,male,73,[8],1,1,1
85678,female,49,"[3, 6]",2,2,2
85687,female,21,"[0, 3, 4, 5, 8]",1,5,1
85701,male,24,"[0, 1, 2, 4, 9]",1,5,1
85719,male,42,"[1, 7]",8,2,3
85742,male,52,"[0, 9, 4]",1,3,1
85754,male,72,[3],2,1,2
85758,male,42,"[0, 2]",7,2,3
85762,female,47,"[4, 7]",7,2,3
85779,male,37,"[8, 5, 6]",1,3,1
85802,female,79,[2],0,1,1
85810,female,16,"[0, 3]",0,2,1
85815,female,24,"[0, 1, 8, 7]",8,4,3
85817,male,27,"[1, 3]",8,2,3
85830,male,6,[0],3,1,2
85831,female,55,"[0, 8, 5]",3,3,2
85834,male,43,"[0, 1, 3, 5, 6]",3,5,2
85852,female,46,"[0, 2, 3, 5]",3,4,2
85873,male,2,[7],4,1,2
85883,female,49,"[3, 4, 5, 7]",1,4,1
85884,male,8,[2],1,1,1
85902,female,27,"[9, 3, 4, 5]",1,4,1
85904,female,4,[0],0,1,1
85917,female,30,"[8, 7]",4,2,2
85939,female,73,"[8, 7]",2,2,2
85971,male,45,"[1, 5]",2,2,2
85983,male,42,"[0, 1, 6]",3,3,2
85994,male,46,"[8, 0, 5, 6]",5,4,2
85998,male,69,[1],5,1,2
86011,male,43,[2],2,1,2
86024,female,5,[9],3,1,2
86029,male,43,"[0, 9, 4]",8,3,3
86055,male,60,"[0, 3, 6]",1,3,1
86061,female,51,"[3, 6]",0,2,1
86071,female,7,[1],1,1,1
86073,male,38,"[0, 9, 4, 1]",1,4,1
86078,female,45,"[2, 5, 7]",1,3,1
86119,female,29,"[9, 2, 7]",3,3,2
86130,male,41,"[8, 5, 7]",1,3,1
86131,male,67,[1],0,1,1
86137,female,46,"[0, 4, 6]",4,3,2
86148,male,44,"[0, 7]",8,2,3
86158,female,49,"[8, 2, 7]",6,3,3
86161,female,74,"[8, 7]",0,2,1
86172,male,31,"[1, 4, 5, 7, 8]",6,5,3
86179,male,21,"[0, 3, 5, 6]",1,4,1
86182,female,8,[5],0,1,1
86184,male,27,"[0, 1, 5, 6]",3,4,2
86185,female,47,"[0, 2, 5, 7]",1,4,1
86194,female,32,"[0, 8, 5, 9]",1,4,1
86213,male,49,[8],2,1,2
86218,male,2,[3],1,1,1
86240,female,23,"[1, 6]",0,2,1
86249,female,32,"[0, 2, 4, 6, 9]",4,5,2
86271,male,16,[5],0,1,1
86296,female,65,[5],2,1,2
86300,female,33,"[3, 4, 5, 7, 9]",1,5,1
86308,female,42,"[8, 9, 3, 5]",1,4,1
86318,female,50,"[1, 5]",8,2,3
86329,male,55,"[2, 3, 4]",2,3,2
86336,female,12,[1],1,1,1
86355,female,31,"[8, 2, 3, 7]",6,4,3
86363,male,62,[7],2,1,2
86375,male,45,"[8, 0, 2, 1]",3,4,2
86380,female,35,"[0, 1, 2, 6]",1,4,1
86381,male,5,[5],0,1,1
86393,male,70,[1],2,1,2
86396,female,53,"[0, 4, 5, 7, 8]",3,5,2
86399,female,13,[1],0,1,1
86423,female,46,"[0, 1, 6]",1,3,1
86429,male,43,"[0, 2, 6]",1,3,1
86437,female,53,"[9, 2, 5]",2,3,2
86444,male,10,[8],0,1,1
86456,male,71,[6],1,1,1
86457,male,69,[1],1,1,1
86471,female,76,[3],0,1,1
86482,female,55,"[1, 7]",1,2,1
86498,male,11,[0],3,1,2
86532,male,17,[4],3,1,2
86537,female,45,[6],0,1,1
86538,male,26,"[0, 1, 3, 4, 9]",2,5,2
86541,male,8,[1],0,1,1
86578,female,5,[2],1,1,1
86586,male,44,"[8, 2, 5]",2,3,2
86607,female,48,"[9, 2, 3, 6]",2,4,2
86608,male,23,"[9, 2, 3, 6]",3,4,2
86613,male,77,[8],0,1,1
86617,female,27,"[0, 1, 2, 4, 5, 6, 7]",6,7,3
86623,female,67,[8],0,1,1
86624,female,33,"[2, 4, 7]",2,3,2
86625,female,41,"[9, 2, 6]",3,3,2
86662,female,32,"[8, 1, 2, 9]",1,4,1
86668,male,76,[3],1,1,1
86691,female,72,"[2, 3, 7]",3,3,2
86712,male,35,"[4, 5, 6]",1,3,1
86728,male,3,[3],3,1,2
86732,male,29,"[0, 1, 4, 5, 6, 8]",7,6,3
86736,male,1,[9],0,1,1
86771,female,20,"[8, 1]",0,2,1
86775,male,39,"[9, 4]",1,2,1
86781,female,9,[3],0,1,1
86782,male,54,"[8, 1, 3, 4]",0,4,1
86787,female,79,[2],5,1,2
86803,female,57,"[8, 2, 3, 6]",2,4,2
86807,male,38,"[2, 3, 5, 6]",4,4,2
86808,female,26,"[0, 1, 2, 7]",3,4,2
86825,female,38,"[2, 3, 4, 6, 8, 9]",2,6,2
86836,female,29,"[0, 4, 7]",1,3,1
86857,female,75,[4],0,1,1
86862,male,49,"[0, 1, 8, 7]",1,4,1
86880,male,38,"[8, 3, 4, 6]",3,4,2
86887,female,19,"[8, 2, 5]",1,3,1
86897,female,36,"[0, 2, 3, 5]",1,4,1
86904,female,42,"[1, 5, 6]",5,3,2
86908,male,27,"[9, 3]",1,2,1
86909,female,17,[4],0,1,1
86911,female,32,[4],9,1,3
86917,male,80,[0],0,1,1
86937,female,50,"[8, 7]",1,2,1
86953,male,29,"[8, 5, 6, 7]",0,4,1
86961,female,53,"[0, 1, 2, 4, 5, 7, 9]",2,7,2
86975,female,23,"[1, 2, 3, 4, 9]",1,5,1
87001,male,15,[8],2,1,2
87005,female,70,[8],0,1,1
87022,male,14,[8],3,1,2
87023,male,44,[3],0,1,1
87029,female,75,[8],1,1,1
87038,male,51,"[8, 5]",1,2,1
87053,male,59,"[1, 3, 6]",5,3,2
87061,female,79,"[3, 5]",1,2,1
87102,male,17,"[2, 4]",1,2,1
87120,female,46,"[0, 1, 4, 5, 6]",0,5,1
87122,female,65,[4],1,1,1
87128,male,45,"[8, 9, 4, 6]",7,4,3
87130,female,19,[2],1,1,1
87139,female,74,[4],1,1,1
87144,female,54,"[0, 1, 3]",2,3,2
87178,female,17,"[8, 7]",2,2,2
87190,female,45,"[1, 4, 9]",7,3,3
87196,female,57,"[9, 7]",0,2,1
87198,female,26,"[4, 6, 7, 8, 9]",2,5,2
87200,male,66,[8],1,1,1
87211,male,79,"[0, 1]",0,2,1
87218,male,25,"[0, 1, 2, 7, 9]",3,5,2
87230,female,78,[2],0,1,1
87231,male,71,[6],3,1,2
87244,male,68,[8],0,1,1
87248,male,14,[3],1,1,1
87261,male,21,"[1, 5, 6, 7]",0,4,1
87271,male,62,[9],3,1,2
87280,female,78,[2],4,1,2
87285,female,2,[8],2,1,2
87300,female,37,"[1, 3, 6]",4,3,2
87306,male,37,"[8, 0, 6, 7]",1,4,1
87331,male,77,[0],0,1,1
87344,female,19,"[1, 5]",0,2,1
87381,female,46,"[1, 2, 3, 5, 7]",2,5,2
87384,female,5,[5],0,1,1
87386,male,13,[8],0,1,1
87387,male,79,[9],2,1,2
87401,male,78,[1],0,1,1
87404,male,30,"[8, 4, 5]",6,3,3
87406,male,35,"[8, 1, 3, 6]",4,4,2
87433,female,9,[4],1,1,1
87437,male,16,[9],6,1,3
87468,male,4,"[1, 6]",0,2,1
87473,male,77,[7],4,1,2
87477,male,9,[3],0,1,1
87478,male,34,"[0, 1, 2, 5, 6]",0,5,1
87491,female,52,"[1, 4]",7,2,3
87492,female,75,"[2, 5]",2,2,2
87502,female,31,"[8, 1, 6]",0,3,1
87526,male,21,"[1, 7]",14,2,3
87550,female,17,"[8, 2]",0,2,1
87559,male,28,"[0, 1, 2, 3, 4, 8]",0,6,1
87575,male,15,[4],0,1,1
87576,male,29,"[2, 6, 7, 8, 9]",1,5,1
87588,female,71,[1],0,1,1
87593,female,57,"[2, 3, 4, 5, 6]",0,5,1
87596,female,48,"[8, 1, 5, 7]",4,4,2
87630,male,69,[7],0,1,1
87637,male,73,[9],0,1,1
87639,male,3,[7],4,1,2
87643,male,30,"[8, 9, 6]",2,3,2
87646,male,11,[5],1,1,1
87682,male,28,"[0, 2, 7]",2,3,2
87686,male,79,[7],0,1,1
87693,female,36,"[0, 1, 2, 3, 9]",2,5,2
87696,male,76,"[0, 2]",1,2,1
87697,female,63,"[0, 6]",2,2,2
87705,female,15,[8],1,1,1
87728,female,39,"[0, 4, 5]",1,3,1
87731,male,44,"[0, 1, 2, 4]",0,4,1
87733,male,48,"[9, 1]",6,2,3
87745,female,28,"[8, 9, 5, 0]",1,4,1
87761,female,53,"[3, 6, 7]",1,3,1
87763,female,58,"[9, 5, 1]",0,3,1
87771,male,67,"[9, 3]",3,2,2
87773,female,79,"[2, 6]",0,2,1
87780,female,35,"[8, 0]",1,2,1
87782,male,45,"[0, 1, 4, 6]",0,4,1
87800,female,61,[3],2,1,2
87801,male,66,[1],0,1,1
87861,male,18,"[3, 7]",1,2,1
87872,male,1,[4],0,1,1
87883,male,41,"[9, 2, 7]",0,3,1
87887,female,30,"[1, 4, 6, 8, 9]",0,5,1
87906,male,50,[2],7,1,3
87918,male,33,"[1, 3, 9, 7]",4,4,2
87930,female,37,"[1, 3, 4, 6, 8, 9]",3,6,2
87972,female,52,"[1, 6, 7]",2,3,2
87977,female,48,"[8, 6]",0,2,1
88005,male,17,[1],1,1,1
88015,male,5,[3],3,1,2
88026,female,62,[7],0,1,1
88036,female,58,"[2, 3]",12,2,3
88047,female,68,"[2, 5, 7]",6,3,3
88050,male,22,"[0, 8, 5, 6]",2,4,2
88058,female,72,"[1, 9, 6]",0,3,1
88063,female,75,[7],3,1,2
88080,male,26,"[0, 7]",1,2,1
88095,female,27,"[0, 3, 4, 7, 9]",1,5,1
88107,male,6,[2],0,1,1
88109,female,79,[5],2,1,2
88116,female,55,"[0, 8]",0,2,1
88127,male,48,[5],0,1,1
88128,male,66,[5],6,1,3
88142,male,15,[3],2,1,2
88162,male,41,"[8, 1, 5]",2,3,2
88166,female,13,[3],1,1,1
88201,male,59,"[0, 2]",7,2,3
88206,male,44,"[0, 1, 4, 7]",1,4,1
88211,female,1,[2],3,1,2
88229,male,36,"[3, 5, 6, 7, 8]",2,5,2
88230,male,50,"[9, 2, 3, 1]",1,4,1
88233,female,10,[9],2,1,2
88266,female,15,[8],0,1,1
88269,male,39,"[9, 2, 3, 1]",8,4,3
88272,male,53,"[9, 5]",4,2,2
88301,male,78,[0],2,1,2
88317,female,14,[1],5,1,2
88325,female,25,"[0, 1, 4, 6, 9]",6,5,3
88343,female,46,[0],5,1,2
88352,female,32,"[0, 8, 2]",1,3,1
88365,male,42,"[0, 9, 2, 6]",3,4,2
88378,male,15,[0],2,1,2
88379,male,33,"[8, 9, 3]",1,3,1
88381,female,35,"[8, 0, 2, 7]",4,4,2
88382,female,36,"[0, 8, 4]",3,3,2
88387,female,34,"[1, 5, 6]",0,3,1
88400,male,61,[0],2,1,2
88421,female,21,"[0, 1, 3, 9]",5,4,2
88425,male,59,"[8, 1, 4, 5]",6,4,3
88432,female,58,[4],3,1,2
88456,female,72,[1],1,1,1
88465,male,3,[8],2,1,2
88478,female,21,"[1, 4, 6]",4,3,2
88481,male,39,"[0, 9, 3, 6]",1,4,1
88483,male,60,"[1, 2, 6]",1,3,1
88486,male,65,[2],2,1,2
88487,male,57,"[2, 4]",1,2,1
88536,male,37,"[0, 1, 2, 6]",10,4,3
88551,female,54,"[0, 9, 5]",1,3,1
88555,female,33,"[9, 7, 6, 1]",2,4,2
88556,female,69,[3],3,1,2
88557,female,48,"[9, 2, 7]",7,3,3
88564,male,67,[6],1,1,1
88570,male,20,[9],0,1,1
88572,male,35,"[1, 2, 9, 6]",5,4,2
88581,male,47,"[9, 2, 4, 7]",4,4,2
88601,male,42,"[1, 2, 3, 7]",4,4,2
88604,female,38,"[1, 4, 7]",11,3,3
88607,female,73,[7],0,1,1
88622,female,29,"[9, 2, 4]",7,3,3
88638,female,8,[8],1,1,1
88648,male,38,"[8, 2, 3, 7]",0,4,1
88657,female,29,"[0, 3, 7]",1,3,1
88676,male,57,"[0, 8, 2]",3,3,2
88679,female,7,[2],2,1,2
88696,male,70,[4],2,1,2
88698,male,61,"[8, 9]",2,2,2
88718,female,41,"[9, 7]",0,2,1
88728,female,73,[2],2,1,2
88740,female,41,[8],1,1,1
88745,female,66,[9],0,1,1
88761,male,43,"[0, 3, 7]",4,3,2
88769,male,25,"[0, 1, 4, 7, 8]",4,5,2
88795,female,28,"[0, 1, 4, 7]",7,4,3
88799,female,27,"[2, 3, 4, 5]",4,4,2
88806,male,15,[2],2,1,2
88808,male,45,"[1, 5]",0,2,1
88815,female,4,[1],6,1,3
88830,male,73,[5],6,1,3
88838,female,70,[2],0,1,1
88842,female,7,[2],2,1,2
88850,female,28,"[8, 4, 6]",2,3,2
88865,male,47,[2],0,1,1
88876,male,45,"[0, 8, 2, 9]",1,4,1
88879,female,17,[6],3,1,2
88898,female,76,"[9, 3, 1]",1,3,1
88914,male,72,[4],11,1,3
88921,female,19,[1],3,1,2
88926,male,32,"[8, 9, 4, 5]",6,4,3
88932,male,21,"[8, 1, 4, 5]",3,4,2
88952,female,1,[1],1,1,1
88963,male,5,[0],0,1,1
88965,male,16,[3],3,1,2
88966,male,22,"[1, 3, 6, 8, 9]",8,5,3
88972,female,49,"[0, 2, 3, 7, 8, 9]",11,6,3
88982,male,5,[9],6,1,3
88989,female,58,"[4, 5, 6, 7]",2,4,2
89005,male,46,"[5, 6]",0,2,1
89020,male,50,"[5, 6]",3,2,2
89032,male,5,[2],2,1,2
89039,male,67,[3],1,1,1
89047,female,19,[1],5,1,2
89069,female,73,[2],1,1,1
89070,female,7,[6],1,1,1
89074,male,21,"[0, 2, 4, 5]",0,4,1
89075,male,54,"[0, 1, 2, 7]",1,4,1
89103,male,41,"[0, 9, 3, 7]",3,4,2
89122,male,44,"[9, 2, 5]",6,3,3
89130,male,45,"[4, 6]",4,2,2
89144,male,40,[6],1,1,1
89158,female,36,"[8, 9, 4, 6]",4,4,2
89168,female,37,"[8, 2, 6, 7]",1,4,1
89170,male,68,[8],1,1,1
89192,female,45,"[8, 2, 7]",8,3,3
89196,male,51,"[8, 5, 7]",3,3,2
89198,female,75,[7],2,1,2
89201,female,19,"[9, 3, 4]",1,3,1
89202,male,46,[4],6,1,3
89212,male,57,"[2, 6]",1,2,1
89218,female,53,"[9, 7]",1,2,1
89254,female,1,[1],5,1,2
89256,male,43,"[0, 5, 6, 7]",1,4,1
89261,male,2,[3],3,1,2
89270,female,12,[1],6,1,3
89292,female,51,"[8, 2, 5]",5,3,2
89304,female,63,[6],0,1,1
89318,male,48,"[9, 5, 6]",1,3,1
89339,female,50,"[9, 6, 1]",1,3,1
89351,female,1,[4],1,1,1
89357,female,57,"[9, 2, 6]",4,3,2
89358,female,39,"[8, 3, 6, 7]",2,4,2
89396,female,17,[4],5,1,2
89405,male,54,"[0, 9, 6]",2,3,2
89409,female,59,"[0, 6]",7,2,3
89418,female,18,[3],0,1,1
89425,male,66,[0],0,1,1
89443,female,4,[7],1,1,1
89452,male,34,"[2, 4, 5, 6, 9]",3,5,2
89457,female,57,"[0, 2, 6]",0,3,1
89468,male,53,"[9, 5, 7]",1,3,1
89472,male,44,"[0, 1, 5]",10,3,3
89474,female,40,"[8, 4]",2,2,2
89476,male,6,[3],0,1,1
89482,male,24,"[0, 1]",9,2,3
89494,female,61,"[3, 5]",0,2,1
89501,male,57,"[0, 1, 2, 3, 4, 6]",3,6,2
89533,female,49,"[8, 1, 6]",6,3,3
89541,female,17,[6],2,1,2
89545,male,6,[1],0,1,1
89546,female,14,"[0, 2]",1,2,1
89557,female,29,"[3, 5, 6, 7]",7,4,3
89571,female,24,"[4, 7]",3,2,2
89578,male,41,[4],9,1,3
89582,male,2,[0],0,1,1
89600,female,61,[5],1,1,1
89618,female,22,"[8, 1, 7]",4,3,2
89631,male,4,[9],2,1,2
89641,male,70,[8],2,1,2
89672,male,45,"[4, 5, 7]",8,3,3
89673,female,25,"[1, 2, 4]",3,3,2
89729,male,10,[6],6,1,3
89730,female,39,"[2, 3, 5]",3,3,2
89743,male,37,"[2, 5, 6]",0,3,1
89747,female,21,"[0, 8, 5]",0,3,1
89749,male,57,"[2, 4]",3,2,2
89750,female,26,"[4, 5]",5,2,2
89768,female,52,"[9, 2, 6]",14,3,3
89775,male,43,"[8, 2, 5]",6,3,3
89776,male,48,"[1, 5, 9]",0,3,1
89791,male,63,[1],6,1,3
89802,female,17,[1],1,1,1
89814,male,9,[0],0,1,1
89832,male,36,"[8, 9, 6, 7]",5,4,2
89838,female,14,[9],0,1,1
89847,female,41,"[0, 2]",3,2,2
89851,male,63,[1],4,1,2
89857,female,78,"[8, 9]",4,2,2
89868,male,80,[7],0,1,1
89869,male,45,"[1, 3, 6]",3,3,2
89876,female,72,[4],1,1,1
89919,female,3,[9],0,1,1
89929,female,58,"[4, 7]",0,2,1
89954,male,59,"[9, 3]",0,2,1
89967,male,24,"[9, 3, 4]",0,3,1
89971,female,18,[8],3,1,2
89980,male,1,[8],2,1,2
89983,female,26,"[2, 3, 4, 7]",2,4,2
89989,male,40,"[1, 9, 7]",2,3,2
90000,male,49,"[2, 4, 5, 6, 7]",0,5,1
90002,male,76,"[0, 1]",4,2,2
90010,male,28,"[1, 4, 5, 6]",2,4,2
90067,female,38,"[8, 1, 3, 0]",2,4,2
90071,female,12,[2],3,1,2
90085,male,77,[0],3,1,2
90098,female,68,[2],3,1,2
90100,male,71,[3],2,1,2
90114,male,46,"[0, 4, 5, 6]",0,4,1
90121,male,17,[1],5,1,2
90128,female,34,"[0, 3, 4, 7, 9]",7,5,3
90129,male,44,"[9, 3, 6]",6,3,3
90140,female,50,"[2, 3, 5, 6, 9]",2,5,2
90161,male,46,"[1, 4, 6, 8, 9]",0,5,1
90169,male,64,[9],3,1,2
90177,female,9,[8],1,1,1
90179,female,22,"[0, 1, 3, 4, 9]",0,5,1
